date,price,company
2021-05-28,157.57650756835938,The Hershey Company
2021-06-01,157.21231079101562,The Hershey Company
2021-06-02,158.02273559570312,The Hershey Company
2021-06-03,158.93331909179688,The Hershey Company
2021-06-04,159.26112365722656,The Hershey Company
2021-06-07,158.43251037597656,The Hershey Company
2021-06-08,158.05914306640625,The Hershey Company
2021-06-09,157.4035186767578,The Hershey Company
2021-06-10,158.78765869140625,The Hershey Company
2021-06-11,159.1700897216797,The Hershey Company
2021-06-14,159.05169677734375,The Hershey Company
2021-06-15,159.21559143066406,The Hershey Company
2021-06-16,157.2305450439453,The Hershey Company
2021-06-17,157.99539184570312,The Hershey Company
2021-06-18,155.24545288085938,The Hershey Company
2021-06-21,156.83895874023438,The Hershey Company
2021-06-22,156.86630249023438,The Hershey Company
2021-06-23,155.13616943359375,The Hershey Company
2021-06-24,156.97557067871094,The Hershey Company
2021-06-25,159.46142578125,The Hershey Company
2021-06-28,158.93331909179688,The Hershey Company
2021-06-29,156.62039184570312,The Hershey Company
2021-06-30,158.60549926757812,The Hershey Company
2021-07-01,158.1684112548828,The Hershey Company
2021-07-02,158.44161987304688,The Hershey Company
2021-07-06,159.44322204589844,The Hershey Company
2021-07-07,160.78182983398438,The Hershey Company
2021-07-08,160.071533203125,The Hershey Company
2021-07-09,160.94570922851562,The Hershey Company
2021-07-12,161.00946044921875,The Hershey Company
2021-07-13,160.19900512695312,The Hershey Company
2021-07-14,161.69236755371094,The Hershey Company
2021-07-15,163.44070434570312,The Hershey Company
2021-07-16,163.89598083496094,The Hershey Company
2021-07-19,163.3860321044922,The Hershey Company
2021-07-20,164.16009521484375,The Hershey Company
2021-07-21,162.10214233398438,The Hershey Company
2021-07-22,161.0914306640625,The Hershey Company
2021-07-23,163.2312774658203,The Hershey Company
2021-07-26,162.08392333984375,The Hershey Company
2021-07-27,163.21307373046875,The Hershey Company
2021-07-28,160.7180633544922,The Hershey Company
2021-07-29,162.5574493408203,The Hershey Company
2021-07-30,162.88525390625,The Hershey Company
2021-08-02,162.45726013183594,The Hershey Company
2021-08-03,163.76852416992188,The Hershey Company
2021-08-04,162.22959899902344,The Hershey Company
2021-08-05,162.76687622070312,The Hershey Company
2021-08-06,162.6211395263672,The Hershey Company
2021-08-09,162.5118865966797,The Hershey Company
2021-08-10,162.95809936523438,The Hershey Company
2021-08-11,162.69400024414062,The Hershey Company
2021-08-12,161.756103515625,The Hershey Company
2021-08-13,163.35873413085938,The Hershey Company
2021-08-16,164.9613800048828,The Hershey Company
2021-08-17,165.8446502685547,The Hershey Company
2021-08-18,163.4589080810547,The Hershey Company
2021-08-19,164.96070861816406,The Hershey Company
2021-08-20,164.7593994140625,The Hershey Company
2021-08-23,163.5879669189453,The Hershey Company
2021-08-24,161.19935607910156,The Hershey Company
2021-08-25,160.70513916015625,The Hershey Company
2021-08-26,160.25669860839844,The Hershey Company
2021-08-27,160.73260498046875,The Hershey Company
2021-08-30,161.55624389648438,The Hershey Company
2021-08-31,162.62704467773438,The Hershey Company
2021-09-01,163.1029052734375,The Hershey Company
2021-09-02,163.1029052734375,The Hershey Company
2021-09-03,162.89244079589844,The Hershey Company
2021-09-07,158.99375915527344,The Hershey Company
2021-09-08,161.6477813720703,The Hershey Company
2021-09-09,160.52210998535156,The Hershey Company
2021-09-10,160.2109375,The Hershey Company
2021-09-13,160.59532165527344,The Hershey Company
2021-09-14,159.7442169189453,The Hershey Company
2021-09-15,160.22923278808594,The Hershey Company
2021-09-16,160.66854858398438,The Hershey Company
2021-09-17,160.22010803222656,The Hershey Company
2021-09-20,158.71922302246094,The Hershey Company
2021-09-21,157.2091827392578,The Hershey Company
2021-09-22,157.76744079589844,The Hershey Company
2021-09-23,158.38973999023438,The Hershey Company
2021-09-24,159.2774658203125,The Hershey Company
2021-09-27,156.40379333496094,The Hershey Company
2021-09-28,154.37210083007812,The Hershey Company
2021-09-29,157.31898498535156,The Hershey Company
2021-09-30,154.89378356933594,The Hershey Company
2021-10-01,156.29397583007812,The Hershey Company
2021-10-04,157.0078125,The Hershey Company
2021-10-05,159.6709747314453,The Hershey Company
2021-10-06,163.40492248535156,The Hershey Company
2021-10-07,162.94735717773438,The Hershey Company
2021-10-08,162.6727752685547,The Hershey Company
2021-10-11,163.09376525878906,The Hershey Company
2021-10-12,164.27435302734375,The Hershey Company
2021-10-13,164.8691864013672,The Hershey Company
2021-10-14,166.7544708251953,The Hershey Company
2021-10-15,164.375,The Hershey Company
2021-10-18,163.5696258544922,The Hershey Company
2021-10-19,164.45736694335938,The Hershey Company
2021-10-20,164.90582275390625,The Hershey Company
2021-10-21,165.00648498535156,The Hershey Company
2021-10-22,166.65379333496094,The Hershey Company
2021-10-25,164.94244384765625,The Hershey Company
2021-10-26,166.29690551757812,The Hershey Company
2021-10-27,164.2834930419922,The Hershey Company
2021-10-28,164.18283081054688,The Hershey Company
2021-10-29,160.47637939453125,The Hershey Company
2021-11-01,159.8632049560547,The Hershey Company
2021-11-02,160.6136474609375,The Hershey Company
2021-11-03,161.5836944580078,The Hershey Company
2021-11-04,160.49464416503906,The Hershey Company
2021-11-05,160.512939453125,The Hershey Company
2021-11-08,159.91812133789062,The Hershey Company
2021-11-09,161.23593139648438,The Hershey Company
2021-11-10,164.32925415039062,The Hershey Company
2021-11-11,163.22189331054688,The Hershey Company
2021-11-12,162.6178436279297,The Hershey Company
2021-11-15,162.41651916503906,The Hershey Company
2021-11-16,162.64532470703125,The Hershey Company
2021-11-17,164.09130859375,The Hershey Company
2021-11-18,165.6650848388672,The Hershey Company
2021-11-19,164.94766235351562,The Hershey Company
2021-11-22,166.62164306640625,The Hershey Company
2021-11-23,167.59664916992188,The Hershey Company
2021-11-24,166.45611572265625,The Hershey Company
2021-11-26,163.65074157714844,The Hershey Company
2021-11-29,164.79127502441406,The Hershey Company
2021-11-30,163.2552032470703,The Hershey Company
2021-12-01,161.4340057373047,The Hershey Company
2021-12-02,162.51942443847656,The Hershey Company
2021-12-03,165.20518493652344,The Hershey Company
2021-12-06,166.20774841308594,The Hershey Company
2021-12-07,167.40353393554688,The Hershey Company
2021-12-08,168.525634765625,The Hershey Company
2021-12-09,168.78318786621094,The Hershey Company
2021-12-10,171.55178833007812,The Hershey Company
2021-12-13,173.5201873779297,The Hershey Company
2021-12-14,172.6371612548828,The Hershey Company
2021-12-15,174.5503387451172,The Hershey Company
2021-12-16,176.72109985351562,The Hershey Company
2021-12-17,172.57275390625,The Hershey Company
2021-12-20,172.72911071777344,The Hershey Company
2021-12-21,172.30606079101562,The Hershey Company
2021-12-22,173.72251892089844,The Hershey Company
2021-12-23,173.3454132080078,The Hershey Company
2021-12-27,174.65151977539062,The Hershey Company
2021-12-28,175.65414428710938,The Hershey Company
2021-12-29,176.43594360351562,The Hershey Company
2021-12-30,175.93003845214844,The Hershey Company
2021-12-31,177.95358276367188,The Hershey Company
2022-01-03,177.7144775390625,The Hershey Company
2022-01-04,179.2321014404297,The Hershey Company
2022-01-05,181.2005157470703,The Hershey Company
2022-01-06,180.8050079345703,The Hershey Company
2022-01-07,180.1427459716797,The Hershey Company
2022-01-10,179.02976989746094,The Hershey Company
2022-01-11,178.46868896484375,The Hershey Company
2022-01-12,180.1334991455078,The Hershey Company
2022-01-13,180.96131896972656,The Hershey Company
2022-01-14,183.52760314941406,The Hershey Company
2022-01-18,182.41464233398438,The Hershey Company
2022-01-19,183.6287384033203,The Hershey Company
2022-01-20,183.18727111816406,The Hershey Company
2022-01-21,184.28182983398438,The Hershey Company
2022-01-24,183.8863067626953,The Hershey Company
2022-01-25,179.14935302734375,The Hershey Company
2022-01-26,178.56069946289062,The Hershey Company
2022-01-27,178.78143310546875,The Hershey Company
2022-01-28,181.04412841796875,The Hershey Company
2022-01-31,181.264892578125,The Hershey Company
2022-02-01,180.0323486328125,The Hershey Company
2022-02-02,182.61697387695312,The Hershey Company
2022-02-03,187.5655059814453,The Hershey Company
2022-02-04,186.5169219970703,The Hershey Company
2022-02-07,188.2921600341797,The Hershey Company
2022-02-08,190.39849853515625,The Hershey Company
2022-02-09,187.30796813964844,The Hershey Company
2022-02-10,187.1055908203125,The Hershey Company
2022-02-11,188.73365783691406,The Hershey Company
2022-02-14,187.041259765625,The Hershey Company
2022-02-15,186.6089324951172,The Hershey Company
2022-02-16,186.39739990234375,The Hershey Company
2022-02-17,186.65699768066406,The Hershey Company
2022-02-18,187.17440795898438,The Hershey Company
2022-02-22,186.65699768066406,The Hershey Company
2022-02-23,187.15589904785156,The Hershey Company
2022-02-24,181.83419799804688,The Hershey Company
2022-02-25,188.7727508544922,The Hershey Company
2022-02-28,186.86947631835938,The Hershey Company
2022-03-01,189.27162170410156,The Hershey Company
2022-03-02,192.20042419433594,The Hershey Company
2022-03-03,192.30206298828125,The Hershey Company
2022-03-04,196.62596130371094,The Hershey Company
2022-03-07,197.1433563232422,The Hershey Company
2022-03-08,188.486328125,The Hershey Company
2022-03-09,189.29013061523438,The Hershey Company
2022-03-10,189.53033447265625,The Hershey Company
2022-03-11,189.11459350585938,The Hershey Company
2022-03-14,190.98086547851562,The Hershey Company
2022-03-15,192.9302978515625,The Hershey Company
2022-03-16,190.04774475097656,The Hershey Company
2022-03-17,190.98086547851562,The Hershey Company
2022-03-18,190.9993438720703,The Hershey Company
2022-03-21,192.50531005859375,The Hershey Company
2022-03-22,192.44989013671875,The Hershey Company
2022-03-23,191.95094299316406,The Hershey Company
2022-03-24,195.1661834716797,The Hershey Company
2022-03-25,198.05801391601562,The Hershey Company
2022-03-28,198.3166961669922,The Hershey Company
2022-03-29,198.39984130859375,The Hershey Company
2022-03-30,200.1645050048828,The Hershey Company
2022-03-31,200.14601135253906,The Hershey Company
2022-04-01,202.12318420410156,The Hershey Company
2022-04-04,200.04441833496094,The Hershey Company
2022-04-05,201.7906036376953,The Hershey Company
2022-04-06,204.8764190673828,The Hershey Company
2022-04-07,205.76339721679688,The Hershey Company
2022-04-08,206.69651794433594,The Hershey Company
2022-04-11,206.89056396484375,The Hershey Company
2022-04-12,208.82151794433594,The Hershey Company
2022-04-13,208.41502380371094,The Hershey Company
2022-04-14,208.7845458984375,The Hershey Company
2022-04-18,207.33401489257812,The Hershey Company
2022-04-19,209.70848083496094,The Hershey Company
2022-04-20,212.20298767089844,The Hershey Company
2022-04-21,211.38075256347656,The Hershey Company
2022-04-22,207.0845489501953,The Hershey Company
2022-04-25,207.86065673828125,The Hershey Company
2022-04-26,203.3797149658203,The Hershey Company
2022-04-27,205.32916259765625,The Hershey Company
2022-04-28,210.6323699951172,The Hershey Company
2022-04-29,208.59054565429688,The Hershey Company
2022-05-02,200.9775390625,The Hershey Company
2022-05-03,203.32427978515625,The Hershey Company
2022-05-04,208.18402099609375,The Hershey Company
2022-05-05,206.80738830566406,The Hershey Company
2022-05-06,208.8492431640625,The Hershey Company
2022-05-09,206.21609497070312,The Hershey Company
2022-05-10,206.16990661621094,The Hershey Company
2022-05-11,207.5373077392578,The Hershey Company
2022-05-12,205.59706115722656,The Hershey Company
2022-05-13,208.7198944091797,The Hershey Company
2022-05-16,211.87039184570312,The Hershey Company
2022-05-17,208.25794982910156,The Hershey Company
2022-05-18,191.8863067626953,The Hershey Company
2022-05-19,190.3376007080078,The Hershey Company
2022-05-20,192.06353759765625,The Hershey Company
2022-05-23,194.16995239257812,The Hershey Company
2022-05-24,198.0672607421875,The Hershey Company
2022-05-25,196.19284057617188,The Hershey Company
2022-05-26,194.43902587890625,The Hershey Company
2022-05-27,197.2877960205078,The Hershey Company
2022-05-31,196.4526824951172,The Hershey Company
2022-06-01,194.57821655273438,The Hershey Company
2022-06-02,194.15139770507812,The Hershey Company
2022-06-03,194.10499572753906,The Hershey Company
2022-06-06,196.17428588867188,The Hershey Company
2022-06-07,196.50833129882812,The Hershey Company
2022-06-08,195.3762664794922,The Hershey Company
2022-06-09,194.35552978515625,The Hershey Company
2022-06-10,197.97447204589844,The Hershey Company
2022-06-13,194.9215545654297,The Hershey Company
2022-06-14,191.88722229003906,The Hershey Company
2022-06-15,191.33045959472656,The Hershey Company
2022-06-16,187.6836700439453,The Hershey Company
2022-06-17,191.18197631835938,The Hershey Company
2022-06-21,199.57054138183594,The Hershey Company
2022-06-22,199.41275024414062,The Hershey Company
2022-06-23,202.3914031982422,The Hershey Company
2022-06-24,205.0360565185547,The Hershey Company
2022-06-27,205.0360565185547,The Hershey Company
2022-06-28,202.6790771484375,The Hershey Company
2022-06-29,203.1337890625,The Hershey Company
2022-06-30,199.654052734375,The Hershey Company
2022-07-01,205.07315063476562,The Hershey Company
2022-07-05,202.60482788085938,The Hershey Company
2022-07-06,204.7390899658203,The Hershey Company
2022-07-07,204.0802459716797,The Hershey Company
2022-07-08,203.95033264160156,The Hershey Company
2022-07-11,204.60916137695312,The Hershey Company
2022-07-12,204.265869140625,The Hershey Company
2022-07-13,203.9410858154297,The Hershey Company
2022-07-14,202.16871643066406,The Hershey Company
2022-07-15,201.1758575439453,The Hershey Company
2022-07-18,199.5612335205078,The Hershey Company
2022-07-19,200.5355987548828,The Hershey Company
2022-07-20,199.85818481445312,The Hershey Company
2022-07-21,200.3499755859375,The Hershey Company
2022-07-22,200.3592529296875,The Hershey Company
2022-07-25,201.23150634765625,The Hershey Company
2022-07-26,202.29861450195312,The Hershey Company
2022-07-27,202.50277709960938,The Hershey Company
2022-07-28,208.10751342773438,The Hershey Company
2022-07-29,211.5315704345703,The Hershey Company
2022-08-01,213.2203826904297,The Hershey Company
2022-08-02,212.6450958251953,The Hershey Company
2022-08-03,211.68002319335938,The Hershey Company
2022-08-04,209.00758361816406,The Hershey Company
2022-08-05,210.74281311035156,The Hershey Company
2022-08-08,210.0283203125,The Hershey Company
2022-08-09,211.83778381347656,The Hershey Company
2022-08-10,210.13966369628906,The Hershey Company
2022-08-11,208.95191955566406,The Hershey Company
2022-08-12,209.4901123046875,The Hershey Company
2022-08-15,213.72149658203125,The Hershey Company
2022-08-16,214.0926513671875,The Hershey Company
2022-08-17,213.8699493408203,The Hershey Company
2022-08-18,214.99407958984375,The Hershey Company
2022-08-19,217.35232543945312,The Hershey Company
2022-08-22,215.7118377685547,The Hershey Company
2022-08-23,216.77447509765625,The Hershey Company
2022-08-24,217.53878784179688,The Hershey Company
2022-08-25,217.5201416015625,The Hershey Company
2022-08-26,213.1484832763672,The Hershey Company
2022-08-29,212.42144775390625,The Hershey Company
2022-08-30,210.85546875,The Hershey Company
2022-08-31,209.41998291015625,The Hershey Company
2022-09-01,212.11383056640625,The Hershey Company
2022-09-02,208.8420867919922,The Hershey Company
2022-09-06,207.6303253173828,The Hershey Company
2022-09-07,212.75701904296875,The Hershey Company
2022-09-08,210.17498779296875,The Hershey Company
2022-09-09,210.89276123046875,The Hershey Company
2022-09-12,211.75962829589844,The Hershey Company
2022-09-13,207.77012634277344,The Hershey Company
2022-09-14,206.69818115234375,The Hershey Company
2022-09-15,204.71278381347656,The Hershey Company
2022-09-16,204.96444702148438,The Hershey Company
2022-09-19,207.74217224121094,The Hershey Company
2022-09-20,207.36932373046875,The Hershey Company
2022-09-21,208.24551391601562,The Hershey Company
2022-09-22,210.2122802734375,The Hershey Company
2022-09-23,208.73953247070312,The Hershey Company
2022-09-26,208.5904083251953,The Hershey Company
2022-09-27,206.39993286132812,The Hershey Company
2022-09-28,210.93934631347656,The Hershey Company
2022-09-29,208.6090545654297,The Hershey Company
2022-09-30,205.5050811767578,The Hershey Company
2022-10-03,209.31747436523438,The Hershey Company
2022-10-04,210.35211181640625,The Hershey Company
2022-10-05,209.8114776611328,The Hershey Company
2022-10-06,205.67283630371094,The Hershey Company
2022-10-07,205.5516815185547,The Hershey Company
2022-10-10,208.37600708007812,The Hershey Company
2022-10-11,210.15638732910156,The Hershey Company
2022-10-12,209.28948974609375,The Hershey Company
2022-10-13,212.33753967285156,The Hershey Company
2022-10-14,207.59304809570312,The Hershey Company
2022-10-17,210.3987274169922,The Hershey Company
2022-10-18,211.88079833984375,The Hershey Company
2022-10-19,210.90206909179688,The Hershey Company
2022-10-20,209.48524475097656,The Hershey Company
2022-10-21,212.72900390625,The Hershey Company
2022-10-24,216.2151641845703,The Hershey Company
2022-10-25,218.22857666015625,The Hershey Company
2022-10-26,216.98883056640625,The Hershey Company
2022-10-27,218.51751708984375,The Hershey Company
2022-10-28,223.67214965820312,The Hershey Company
2022-10-31,222.56292724609375,The Hershey Company
2022-11-01,221.6215057373047,The Hershey Company
2022-11-02,219.15138244628906,The Hershey Company
2022-11-03,216.3363494873047,The Hershey Company
2022-11-04,213.48406982421875,The Hershey Company
2022-11-07,213.7357177734375,The Hershey Company
2022-11-08,215.38558959960938,The Hershey Company
2022-11-09,215.05934143066406,The Hershey Company
2022-11-10,210.93934631347656,The Hershey Company
2022-11-11,204.02301025390625,The Hershey Company
2022-11-14,203.3145751953125,The Hershey Company
2022-11-15,202.55958557128906,The Hershey Company
2022-11-16,208.003173828125,The Hershey Company
2022-11-17,207.54052734375,The Hershey Company
2022-11-18,210.90248107910156,The Hershey Company
2022-11-21,217.38284301757812,The Hershey Company
2022-11-22,217.4390411376953,The Hershey Company
2022-11-23,217.42030334472656,The Hershey Company
2022-11-25,218.90928649902344,The Hershey Company
2022-11-28,217.85107421875,The Hershey Company
2022-11-29,215.8470458984375,The Hershey Company
2022-11-30,220.229736328125,The Hershey Company
2022-12-01,217.14874267578125,The Hershey Company
2022-12-02,219.81768798828125,The Hershey Company
2022-12-05,218.4316864013672,The Hershey Company
2022-12-06,217.78555297851562,The Hershey Company
2022-12-07,221.65316772460938,The Hershey Company
2022-12-08,225.97964477539062,The Hershey Company
2022-12-09,221.72808837890625,The Hershey Company
2022-12-12,224.0879669189453,The Hershey Company
2022-12-13,221.3160400390625,The Hershey Company
2022-12-14,221.016357421875,The Hershey Company
2022-12-15,219.26515197753906,The Hershey Company
2022-12-16,220.07054138183594,The Hershey Company
2022-12-19,219.96751403808594,The Hershey Company
2022-12-20,218.80628967285156,The Hershey Company
2022-12-21,220.0518035888672,The Hershey Company
2022-12-22,220.00497436523438,The Hershey Company
2022-12-23,220.89462280273438,The Hershey Company
2022-12-27,220.75413513183594,The Hershey Company
2022-12-28,218.07583618164062,The Hershey Company
2022-12-29,218.4316864013672,The Hershey Company
2022-12-30,216.8584442138672,The Hershey Company
2023-01-03,212.51321411132812,The Hershey Company
2023-01-04,209.0857391357422,The Hershey Company
2023-01-05,208.90780639648438,The Hershey Company
2023-01-06,211.31454467773438,The Hershey Company
2023-01-09,211.07107543945312,The Hershey Company
2023-01-10,210.4998016357422,The Hershey Company
2023-01-11,212.19482421875,The Hershey Company
2023-01-12,209.94729614257812,The Hershey Company
2023-01-13,212.21356201171875,The Hershey Company
2023-01-17,211.79214477539062,The Hershey Company
2023-01-18,202.99867248535156,The Hershey Company
2023-01-19,202.38995361328125,The Hershey Company
2023-01-20,200.89163208007812,The Hershey Company
2023-01-23,203.25149536132812,The Hershey Company
2023-01-24,206.2950439453125,The Hershey Company
2023-01-25,206.95057678222656,The Hershey Company
2023-01-26,206.03286743164062,The Hershey Company
2023-01-27,204.8622283935547,The Hershey Company
2023-01-30,209.01080322265625,The Hershey Company
2023-01-31,210.3312530517578,The Hershey Company
2023-02-01,210.9867706298828,The Hershey Company
2023-02-02,219.52737426757812,The Hershey Company
2023-02-03,221.2692108154297,The Hershey Company
2023-02-06,225.2492218017578,The Hershey Company
2023-02-07,222.04647827148438,The Hershey Company
2023-02-08,219.92071533203125,The Hershey Company
2023-02-09,220.21099853515625,The Hershey Company
2023-02-10,223.91006469726562,The Hershey Company
2023-02-13,224.66860961914062,The Hershey Company
2023-02-14,223.72274780273438,The Hershey Company
2023-02-15,222.3836212158203,The Hershey Company
2023-02-16,221.2417449951172,The Hershey Company
2023-02-17,226.38668823242188,The Hershey Company
2023-02-21,226.58419799804688,The Hershey Company
2023-02-22,225.60601806640625,The Hershey Company
2023-02-23,226.17977905273438,The Hershey Company
2023-02-24,224.81591796875,The Hershey Company
2023-02-27,225.00404357910156,The Hershey Company
2023-02-28,224.1575469970703,The Hershey Company
2023-03-01,222.5867462158203,The Hershey Company
2023-03-02,224.2327880859375,The Hershey Company
2023-03-03,224.2327880859375,The Hershey Company
2023-03-06,225.6248321533203,The Hershey Company
2023-03-07,224.1857452392578,The Hershey Company
2023-03-08,224.77828979492188,The Hershey Company
2023-03-09,224.43968200683594,The Hershey Company
2023-03-10,223.61199951171875,The Hershey Company
2023-03-13,226.27381896972656,The Hershey Company
2023-03-14,227.6188507080078,The Hershey Company
2023-03-15,229.89501953125,The Hershey Company
2023-03-16,230.44058227539062,The Hershey Company
2023-03-17,228.7005157470703,The Hershey Company
2023-03-20,230.0078887939453,The Hershey Company
2023-03-21,228.73814392089844,The Hershey Company
2023-03-22,228.3148651123047,The Hershey Company
2023-03-23,229.48118591308594,The Hershey Company
2023-03-24,233.13059997558594,The Hershey Company
2023-03-27,235.9899444580078,The Hershey Company
2023-03-28,237.87107849121094,The Hershey Company
2023-03-29,237.58892822265625,The Hershey Company
2023-03-30,238.23789978027344,The Hershey Company
2023-03-31,239.29136657714844,The Hershey Company
2023-04-03,241.8779754638672,The Hershey Company
2023-04-04,242.7338409423828,The Hershey Company
2023-04-05,244.01303100585938,The Hershey Company
2023-04-06,244.4268798828125,The Hershey Company
2023-04-10,243.37347412109375,The Hershey Company
2023-04-11,243.7403106689453,The Hershey Company
2023-04-12,243.24179077148438,The Hershey Company
2023-04-13,242.6680145263672,The Hershey Company
2023-04-14,241.05023193359375,The Hershey Company
2023-04-17,243.63681030273438,The Hershey Company
2023-04-18,244.1729278564453,The Hershey Company
2023-04-19,242.0095977783203,The Hershey Company
2023-04-20,244.94419860839844,The Hershey Company
2023-04-21,245.3486785888672,The Hershey Company
2023-04-24,245.48974609375,The Hershey Company
2023-04-25,247.35206604003906,The Hershey Company
2023-04-26,246.19515991210938,The Hershey Company
2023-04-27,257.0870361328125,The Hershey Company
2023-04-28,256.83306884765625,The Hershey Company
2023-05-01,259.92755126953125,The Hershey Company
2023-05-02,257.99932861328125,The Hershey Company
2023-05-03,257.9147033691406,The Hershey Company
2023-05-04,258.3191833496094,The Hershey Company
2023-05-05,258.9681701660156,The Hershey Company
2023-05-08,258.4414367675781,The Hershey Company
2023-05-09,257.79248046875,The Hershey Company
2023-05-10,257.830078125,The Hershey Company
2023-05-11,258.4508972167969,The Hershey Company
2023-05-12,258.2627258300781,The Hershey Company
2023-05-15,254.38754272460938,The Hershey Company
2023-05-16,253.2306671142578,The Hershey Company
2023-05-17,251.60345458984375,The Hershey Company
2023-05-18,251.95851135253906,The Hershey Company
2023-05-19,251.20314025878906,The Hershey Company
2023-05-22,248.21934509277344,The Hershey Company
2023-05-23,247.78497314453125,The Hershey Company
2023-05-24,247.8321990966797,The Hershey Company
2023-05-25,245.8587646484375,The Hershey Company
2023-05-26,243.3470916748047,The Hershey Company
2023-05-30,242.07240295410156,The Hershey Company
2023-05-31,245.21670532226562,The Hershey Company
2023-06-01,245.1789093017578,The Hershey Company
2023-06-02,246.35922241210938,The Hershey Company
2023-06-05,245.00894165039062,The Hershey Company
2023-06-06,241.05262756347656,The Hershey Company
2023-06-07,239.07920837402344,The Hershey Company
2023-06-08,240.89210510253906,The Hershey Company
2023-06-09,241.55308532714844,The Hershey Company
2023-06-12,240.95819091796875,The Hershey Company
2023-06-13,243.35655212402344,The Hershey Company
2023-06-14,246.05703735351562,The Hershey Company
2023-06-15,246.31201171875,The Hershey Company
2023-06-16,246.17982482910156,The Hershey Company
2023-06-20,244.0458526611328,The Hershey Company
2023-06-21,244.45187377929688,The Hershey Company
2023-06-22,245.79266357421875,The Hershey Company
2023-06-23,244.6407012939453,The Hershey Company
2023-06-26,245.05615234375,The Hershey Company
2023-06-27,245.4149627685547,The Hershey Company
2023-06-28,235.67051696777344,The Hershey Company
2023-06-29,234.81126403808594,The Hershey Company
2023-06-30,235.77438354492188,The Hershey Company
2023-07-03,237.69117736816406,The Hershey Company
2023-07-05,234.9340057373047,The Hershey Company
2023-07-06,233.94256591796875,The Hershey Company
2023-07-07,229.42913818359375,The Hershey Company
2023-07-10,228.41883850097656,The Hershey Company
2023-07-11,227.76730346679688,The Hershey Company
2023-07-12,225.48226928710938,The Hershey Company
2023-07-13,225.1801300048828,The Hershey Company
2023-07-14,225.54835510253906,The Hershey Company
2023-07-17,226.09600830078125,The Hershey Company
2023-07-18,226.4642791748047,The Hershey Company
2023-07-19,229.12698364257812,The Hershey Company
2023-07-20,231.92190551757812,The Hershey Company
2023-07-21,232.8850555419922,The Hershey Company
2023-07-24,232.1107635498047,The Hershey Company
2023-07-25,230.39227294921875,The Hershey Company
2023-07-26,227.03082275390625,The Hershey Company
2023-07-27,220.5345001220703,The Hershey Company
2023-07-28,222.49850463867188,The Hershey Company
2023-07-31,218.4099884033203,The Hershey Company
2023-08-01,217.73013305664062,The Hershey Company
2023-08-02,220.1851348876953,The Hershey Company
2023-08-03,218.1455841064453,The Hershey Company
2023-08-04,215.50173950195312,The Hershey Company
2023-08-07,216.11550903320312,The Hershey Company
2023-08-08,211.79095458984375,The Hershey Company
2023-08-09,213.06565856933594,The Hershey Company
2023-08-10,211.30935668945312,The Hershey Company
2023-08-11,211.1016387939453,The Hershey Company
2023-08-14,211.8475799560547,The Hershey Company
2023-08-15,208.401123046875,The Hershey Company
2023-08-16,207.24916076660156,The Hershey Company
2023-08-17,206.51055908203125,The Hershey Company
2023-08-18,207.70677185058594,The Hershey Company
2023-08-21,205.34280395507812,The Hershey Company
2023-08-22,203.02630615234375,The Hershey Company
2023-08-23,204.4219207763672,The Hershey Company
2023-08-24,203.0548095703125,The Hershey Company
2023-08-25,206.31118774414062,The Hershey Company
2023-08-28,206.9757537841797,The Hershey Company
2023-08-29,206.67193603515625,The Hershey Company
2023-08-30,206.31118774414062,The Hershey Company
2023-08-31,203.98516845703125,The Hershey Company
2023-09-01,203.02630615234375,The Hershey Company
2023-09-05,201.3648681640625,The Hershey Company
2023-09-06,199.74143981933594,The Hershey Company
2023-09-07,198.4122772216797,The Hershey Company
2023-09-08,198.4502716064453,The Hershey Company
2023-09-11,201.2984161376953,The Hershey Company
2023-09-12,197.08316040039062,The Hershey Company
2023-09-13,199.09584045410156,The Hershey Company
2023-09-14,201.070556640625,The Hershey Company
2023-09-15,201.61170959472656,The Hershey Company
2023-09-18,201.7066650390625,The Hershey Company
2023-09-19,198.4882354736328,The Hershey Company
2023-09-20,200.63385009765625,The Hershey Company
2023-09-21,197.61477661132812,The Hershey Company
2023-09-22,197.41543579101562,The Hershey Company
2023-09-25,195.54513549804688,The Hershey Company
2023-09-26,194.81410217285156,The Hershey Company
2023-09-27,192.30772399902344,The Hershey Company
2023-09-28,191.62416076660156,The Hershey Company
2023-09-29,189.95326232910156,The Hershey Company
2023-10-02,188.93739318847656,The Hershey Company
2023-10-03,187.2000274658203,The Hershey Company
2023-10-04,188.8519744873047,The Hershey Company
2023-10-05,185.6145477294922,The Hershey Company
2023-10-06,185.1683349609375,The Hershey Company
2023-10-09,185.81390380859375,The Hershey Company
2023-10-10,184.5037841796875,The Hershey Company
2023-10-11,182.0638427734375,The Hershey Company
2023-10-12,178.15237426757812,The Hershey Company
2023-10-13,181.19992065429688,The Hershey Company
2023-10-16,182.12081909179688,The Hershey Company
2023-10-17,181.11447143554688,The Hershey Company
2023-10-18,181.52268981933594,The Hershey Company
2023-10-19,181.88345336914062,The Hershey Company
2023-10-20,181.27586364746094,The Hershey Company
2023-10-23,179.62391662597656,The Hershey Company
2023-10-24,180.65875244140625,The Hershey Company
2023-10-25,184.627197265625,The Hershey Company
2023-10-26,179.4815216064453,The Hershey Company
2023-10-27,174.79153442382812,The Hershey Company
2023-10-30,176.56689453125,The Hershey Company
