date,price,company
2024-02-09,56.9664421081543,The Coca-Cola Company
2024-02-12,57.1003532409668,The Coca-Cola Company
2024-02-13,56.765586853027344,The Coca-Cola Company
2024-02-14,56.70819854736328,The Coca-Cola Company
2024-02-15,56.813411712646484,The Coca-Cola Company
2024-02-16,56.80384826660156,The Coca-Cola Company
2024-02-20,58.05680465698242,The Coca-Cola Company
2024-02-21,58.57329177856445,The Coca-Cola Company
2024-02-22,58.487213134765625,The Coca-Cola Company
2024-02-23,58.535030364990234,The Coca-Cola Company
2024-02-26,58.066368103027344,The Coca-Cola Company
2024-02-27,57.71247863769531,The Coca-Cola Company
2024-02-28,57.769866943359375,The Coca-Cola Company
2024-02-29,57.40641784667969,The Coca-Cola Company
2024-03-01,56.9377555847168,The Coca-Cola Company
2024-03-04,57.20555877685547,The Coca-Cola Company
2024-03-05,56.92818832397461,The Coca-Cola Company
2024-03-06,56.95687484741211,The Coca-Cola Company
2024-03-07,56.8516731262207,The Coca-Cola Company
2024-03-08,56.92818832397461,The Coca-Cola Company
2024-03-11,57.61683654785156,The Coca-Cola Company
2024-03-12,57.86551284790039,The Coca-Cola Company
2024-03-13,58.45851516723633,The Coca-Cola Company
2024-03-14,58.328365325927734,The Coca-Cola Company
2024-03-15,57.730621337890625,The Coca-Cola Company
2024-03-18,57.97164535522461,The Coca-Cola Company
2024-03-19,58.068050384521484,The Coca-Cola Company
2024-03-20,58.56938934326172,The Coca-Cola Company
2024-03-21,58.29944610595703,The Coca-Cola Company
2024-03-22,58.318721771240234,The Coca-Cola Company
2024-03-25,58.23195266723633,The Coca-Cola Company
2024-03-26,58.36692810058594,The Coca-Cola Company
2024-03-27,58.83933639526367,The Coca-Cola Company
2024-03-28,58.98394775390625,The Coca-Cola Company
2024-04-01,58.50189971923828,The Coca-Cola Company
2024-04-02,57.990928649902344,The Coca-Cola Company
2024-04-03,57.68241500854492,The Coca-Cola Company
2024-04-04,57.17143249511719,The Coca-Cola Company
2024-04-05,57.37389373779297,The Coca-Cola Company
2024-04-08,57.14251708984375,The Coca-Cola Company
2024-04-09,57.576358795166016,The Coca-Cola Company
2024-04-10,56.80507278442383,The Coca-Cola Company
2024-04-11,56.9304084777832,The Coca-Cola Company
2024-04-12,56.188045501708984,The Coca-Cola Company
2024-04-15,56.05307388305664,The Coca-Cola Company
2024-04-16,55.9759407043457,The Coca-Cola Company
2024-04-17,56.4097900390625,The Coca-Cola Company
2024-04-18,56.79543685913086,The Coca-Cola Company
2024-04-19,58.01020431518555,The Coca-Cola Company
2024-04-22,58.376564025878906,The Coca-Cola Company
2024-04-23,58.46333312988281,The Coca-Cola Company
2024-04-24,59.34067153930664,The Coca-Cola Company
2024-04-25,59.52385711669922,The Coca-Cola Company
2024-04-26,59.52385711669922,The Coca-Cola Company
2024-04-29,59.81308364868164,The Coca-Cola Company
2024-04-30,59.552772521972656,The Coca-Cola Company
2024-05-01,59.707035064697266,The Coca-Cola Company
2024-05-02,59.76487731933594,The Coca-Cola Company
2024-05-03,59.938411712646484,The Coca-Cola Company
2024-05-06,60.11195373535156,The Coca-Cola Company
2024-05-07,60.37226104736328,The Coca-Cola Company
2024-05-08,60.5940055847168,The Coca-Cola Company
2024-05-09,60.62293243408203,The Coca-Cola Company
2024-05-10,60.989288330078125,The Coca-Cola Company
2024-05-13,61.29780578613281,The Coca-Cola Company
2024-05-14,60.83503341674805,The Coca-Cola Company
2024-05-15,60.86396026611328,The Coca-Cola Company
2024-05-16,61.047142028808594,The Coca-Cola Company
2024-05-17,60.767547607421875,The Coca-Cola Company
2024-05-20,60.324058532714844,The Coca-Cola Company
2024-05-21,60.65185546875,The Coca-Cola Company
2024-05-22,60.738624572753906,The Coca-Cola Company
2024-05-23,59.861289978027344,The Coca-Cola Company
2024-05-24,59.77452087402344,The Coca-Cola Company
2024-05-28,59.600982666015625,The Coca-Cola Company
2024-05-29,59.48529052734375,The Coca-Cola Company
2024-05-30,59.745601654052734,The Coca-Cola Company
2024-05-31,60.67113494873047,The Coca-Cola Company
2024-06-03,60.67113494873047,The Coca-Cola Company
2024-06-04,61.64487838745117,The Coca-Cola Company
2024-06-05,61.62560272216797,The Coca-Cola Company
2024-06-06,61.847347259521484,The Coca-Cola Company
2024-06-07,61.615962982177734,The Coca-Cola Company
2024-06-10,61.30744934082031,The Coca-Cola Company
2024-06-11,61.268882751464844,The Coca-Cola Company
2024-06-12,60.62293243408203,The Coca-Cola Company
2024-06-13,60.72898483276367,The Coca-Cola Company
2024-06-14,60.772701263427734,The Coca-Cola Company
2024-06-17,60.84071350097656,The Coca-Cola Company
2024-06-18,60.85042953491211,The Coca-Cola Company
2024-06-20,60.413211822509766,The Coca-Cola Company
2024-06-21,60.986454010009766,The Coca-Cola Company
2024-06-24,62.1523551940918,The Coca-Cola Company
2024-06-25,62.02604675292969,The Coca-Cola Company
2024-06-26,62.23008728027344,The Coca-Cola Company
2024-06-27,62.09406280517578,The Coca-Cola Company
2024-06-28,61.84144973754883,The Coca-Cola Company
2024-07-01,61.48196029663086,The Coca-Cola Company
2024-07-02,61.355655670166016,The Coca-Cola Company
2024-07-03,61.530540466308594,The Coca-Cola Company
2024-07-05,61.94831848144531,The Coca-Cola Company
2024-07-08,61.171051025390625,The Coca-Cola Company
2024-07-09,60.908721923828125,The Coca-Cola Company
2024-07-10,61.04475021362305,The Coca-Cola Company
2024-07-11,61.307071685791016,The Coca-Cola Company
2024-07-12,61.89002990722656,The Coca-Cola Company
2024-07-15,61.6082649230957,The Coca-Cola Company
2024-07-16,62.44382858276367,The Coca-Cola Company
2024-07-17,63.35712432861328,The Coca-Cola Company
2024-07-18,63.33768844604492,The Coca-Cola Company
2024-07-19,63.434852600097656,The Coca-Cola Company
2024-07-22,62.92961883544922,The Coca-Cola Company
2024-07-23,63.11422348022461,The Coca-Cola Company
2024-07-24,63.94007873535156,The Coca-Cola Company
2024-07-25,64.19268798828125,The Coca-Cola Company
2024-07-26,65.14484405517578,The Coca-Cola Company
2024-07-29,64.93109130859375,The Coca-Cola Company
2024-07-30,65.75694274902344,The Coca-Cola Company
2024-07-31,64.84364318847656,The Coca-Cola Company
2024-08-01,66.02898406982422,The Coca-Cola Company
2024-08-02,67.36006164550781,The Coca-Cola Company
2024-08-05,66.16500091552734,The Coca-Cola Company
2024-08-06,66.11642456054688,The Coca-Cola Company
2024-08-07,66.51477813720703,The Coca-Cola Company
2024-08-08,66.77710723876953,The Coca-Cola Company
2024-08-09,66.72852325439453,The Coca-Cola Company
2024-08-12,66.2330093383789,The Coca-Cola Company
2024-08-13,66.51477813720703,The Coca-Cola Company
2024-08-14,66.6313705444336,The Coca-Cola Company
2024-08-15,66.69937896728516,The Coca-Cola Company
2024-08-16,67.21432495117188,The Coca-Cola Company
2024-08-19,67.02000427246094,The Coca-Cola Company
2024-08-20,67.40863037109375,The Coca-Cola Company
2024-08-21,67.59323120117188,The Coca-Cola Company
2024-08-22,67.36006164550781,The Coca-Cola Company
2024-08-23,67.8069839477539,The Coca-Cola Company
2024-08-26,68.8271484375,The Coca-Cola Company
2024-08-27,69.46839904785156,The Coca-Cola Company
2024-08-28,69.71129608154297,The Coca-Cola Company
2024-08-29,70.00277709960938,The Coca-Cola Company
2024-08-30,70.41083526611328,The Coca-Cola Company
2024-09-03,70.93549346923828,The Coca-Cola Company
2024-09-04,70.49827575683594,The Coca-Cola Company
2024-09-05,69.14776611328125,The Coca-Cola Company
2024-09-06,69.1186294555664,The Coca-Cola Company
2024-09-09,69.80845642089844,The Coca-Cola Company
2024-09-10,69.51697540283203,The Coca-Cola Company
2024-09-11,69.06033325195312,The Coca-Cola Company
2024-09-12,69.2060775756836,The Coca-Cola Company
2024-09-13,69.85660552978516,The Coca-Cola Company
2024-09-16,70.5315933227539,The Coca-Cola Company
2024-09-17,70.23812103271484,The Coca-Cola Company
2024-09-18,70.189208984375,The Coca-Cola Company
2024-09-19,69.08379364013672,The Coca-Cola Company
2024-09-20,70.08160400390625,The Coca-Cola Company
2024-09-23,70.16964721679688,The Coca-Cola Company
2024-09-24,69.7783432006836,The Coca-Cola Company
2024-09-25,69.8957290649414,The Coca-Cola Company
2024-09-26,69.8468246459961,The Coca-Cola Company
2024-09-27,70.22834777832031,The Coca-Cola Company
2024-09-30,70.29680633544922,The Coca-Cola Company
2024-10-01,70.15007019042969,The Coca-Cola Company
2024-10-02,69.4653091430664,The Coca-Cola Company
2024-10-03,68.9859619140625,The Coca-Cola Company
2024-10-04,68.6435775756836,The Coca-Cola Company
2024-10-07,67.5088119506836,The Coca-Cola Company
2024-10-08,67.67511749267578,The Coca-Cola Company
2024-10-09,68.05662536621094,The Coca-Cola Company
2024-10-10,67.74359130859375,The Coca-Cola Company
2024-10-11,68.05662536621094,The Coca-Cola Company
2024-10-14,68.80987548828125,The Coca-Cola Company
2024-10-15,68.80987548828125,The Coca-Cola Company
2024-10-16,69.03487396240234,The Coca-Cola Company
2024-10-17,68.37944793701172,The Coca-Cola Company
2024-10-18,68.90769958496094,The Coca-Cola Company
2024-10-21,67.93923950195312,The Coca-Cola Company
2024-10-22,67.93923950195312,The Coca-Cola Company
2024-10-23,66.53056335449219,The Coca-Cola Company
2024-10-24,65.83601379394531,The Coca-Cola Company
2024-10-25,65.46427154541016,The Coca-Cola Company
2024-10-28,65.21971130371094,The Coca-Cola Company
2024-10-29,64.13385772705078,The Coca-Cola Company
2024-10-30,64.48603057861328,The Coca-Cola Company
2024-10-31,63.88929748535156,The Coca-Cola Company
2024-11-01,63.5958251953125,The Coca-Cola Company
2024-11-04,63.69364547729492,The Coca-Cola Company
2024-11-05,63.948001861572266,The Coca-Cola Company
2024-11-06,62.31432342529297,The Coca-Cola Company
2024-11-07,62.27519226074219,The Coca-Cola Company
2024-11-08,62.529537200927734,The Coca-Cola Company
2024-11-11,61.98171615600586,The Coca-Cola Company
2024-11-12,61.825199127197266,The Coca-Cola Company
2024-11-13,61.629547119140625,The Coca-Cola Company
2024-11-14,61.189334869384766,The Coca-Cola Company
2024-11-15,60.3969612121582,The Coca-Cola Company
2024-11-18,60.514347076416016,The Coca-Cola Company
2024-11-19,61.22846603393555,The Coca-Cola Company
2024-11-20,61.61977005004883,The Coca-Cola Company
2024-11-21,62.37301254272461,The Coca-Cola Company
2024-11-22,62.529537200927734,The Coca-Cola Company
2024-11-25,62.97952651977539,The Coca-Cola Company
2024-11-26,63.14583206176758,The Coca-Cola Company
2024-11-27,63.0284423828125,The Coca-Cola Company
2024-11-29,63.16150665283203,The Coca-Cola Company
2024-12-02,62.7376708984375,The Coca-Cola Company
2024-12-03,62.60953140258789,The Coca-Cola Company
2024-12-04,61.31830978393555,The Coca-Cola Company
2024-12-05,62.018131256103516,The Coca-Cola Company
2024-12-06,61.633724212646484,The Coca-Cola Company
2024-12-09,61.70271682739258,The Coca-Cola Company
2024-12-10,62.00827407836914,The Coca-Cola Company
2024-12-11,61.74214553833008,The Coca-Cola Company
2024-12-12,62.92494583129883,The Coca-Cola Company
2024-12-13,62.215267181396484,The Coca-Cola Company
2024-12-16,61.6534309387207,The Coca-Cola Company
2024-12-17,62.49125289916992,The Coca-Cola Company
2024-12-18,61.94913101196289,The Coca-Cola Company
2024-12-19,61.55487060546875,The Coca-Cola Company
2024-12-20,61.6534309387207,The Coca-Cola Company
2024-12-23,61.48587417602539,The Coca-Cola Company
2024-12-24,61.93928146362305,The Coca-Cola Company
2024-12-26,61.67314529418945,The Coca-Cola Company
2024-12-27,61.55487060546875,The Coca-Cola Company
2024-12-30,61.14088821411133,The Coca-Cola Company
2024-12-31,61.36758804321289,The Coca-Cola Company
2025-01-02,60.953609466552734,The Coca-Cola Company
2025-01-03,60.86490249633789,The Coca-Cola Company
2025-01-06,59.938377380371094,The Coca-Cola Company
2025-01-07,59.96794509887695,The Coca-Cola Company
2025-01-08,60.82547378540039,The Coca-Cola Company
2025-01-10,60.19464874267578,The Coca-Cola Company
2025-01-13,60.76633834838867,The Coca-Cola Company
2025-01-14,61.1507453918457,The Coca-Cola Company
2025-01-15,60.88461685180664,The Coca-Cola Company
2025-01-16,61.35773849487305,The Coca-Cola Company
2025-01-17,61.81113815307617,The Coca-Cola Company
2025-01-21,61.52529525756836,The Coca-Cola Company
2025-01-22,60.894474029541016,The Coca-Cola Company
2025-01-23,60.64805221557617,The Coca-Cola Company
2025-01-24,61.03246307373047,The Coca-Cola Company
2025-01-27,62.95451736450195,The Coca-Cola Company
2025-01-28,61.46615982055664,The Coca-Cola Company
2025-01-29,61.92942428588867,The Coca-Cola Company
2025-01-30,63.131935119628906,The Coca-Cola Company
2025-01-31,62.57010269165039,The Coca-Cola Company
2025-02-03,62.44196701049805,The Coca-Cola Company
2025-02-04,61.77171325683594,The Coca-Cola Company
2025-02-05,62.215267181396484,The Coca-Cola Company
2025-02-06,62.45182418823242,The Coca-Cola Company
2025-02-07,62.92494583129883,The Coca-Cola Company
2025-02-10,63.62477111816406,The Coca-Cola Company
2025-02-11,66.63105010986328,The Coca-Cola Company
2025-02-12,67.72514343261719,The Coca-Cola Company
2025-02-13,68.50382232666016,The Coca-Cola Company
2025-02-14,67.88285064697266,The Coca-Cola Company
2025-02-18,68.06027221679688,The Coca-Cola Company
2025-02-19,69.06564331054688,The Coca-Cola Company
2025-02-20,69.03607940673828,The Coca-Cola Company
2025-02-21,70.32730102539062,The Coca-Cola Company
2025-02-24,69.57819366455078,The Coca-Cola Company
2025-02-25,70.46528625488281,The Coca-Cola Company
2025-02-26,69.78518676757812,The Coca-Cola Company
2025-02-27,69.85418701171875,The Coca-Cola Company
2025-02-28,70.18930053710938,The Coca-Cola Company
2025-03-03,71.28339385986328,The Coca-Cola Company
2025-03-04,69.18392944335938,The Coca-Cola Company
2025-03-05,69.07550811767578,The Coca-Cola Company
2025-03-06,69.4500503540039,The Coca-Cola Company
2025-03-07,70.40615844726562,The Coca-Cola Company
2025-03-10,70.42586517333984,The Coca-Cola Company
2025-03-11,70.02174377441406,The Coca-Cola Company
2025-03-12,68.93750762939453,The Coca-Cola Company
2025-03-13,68.62210083007812,The Coca-Cola Company
2025-03-14,68.67174530029297,The Coca-Cola Company
2025-03-17,69.62496948242188,The Coca-Cola Company
2025-03-18,68.89019012451172,The Coca-Cola Company
2025-03-19,68.7908935546875,The Coca-Cola Company
2025-03-20,69.21785736083984,The Coca-Cola Company
2025-03-21,68.1852035522461,The Coca-Cola Company
2025-03-24,68.46322631835938,The Coca-Cola Company
2025-03-25,68.32421112060547,The Coca-Cola Company
2025-03-26,69.52566528320312,The Coca-Cola Company
2025-03-27,70.24058532714844,The Coca-Cola Company
2025-03-28,69.87320709228516,The Coca-Cola Company
2025-03-31,71.1143798828125,The Coca-Cola Company
2025-04-01,71.36261749267578,The Coca-Cola Company
2025-04-02,70.82642364501953,The Coca-Cola Company
2025-04-03,72.66336059570312,The Coca-Cola Company
2025-04-04,69.43630981445312,The Coca-Cola Company
2025-04-07,67.88732147216797,The Coca-Cola Company
2025-04-08,67.93696594238281,The Coca-Cola Company
2025-04-09,69.45616149902344,The Coca-Cola Company
2025-04-10,70.26045227050781,The Coca-Cola Company
2025-04-11,70.92572021484375,The Coca-Cola Company
2025-04-14,71.93851470947266,The Coca-Cola Company
2025-04-15,71.3526840209961,The Coca-Cola Company
2025-04-16,71.1739501953125,The Coca-Cola Company
2025-04-17,72.48463439941406,The Coca-Cola Company
2025-04-21,72.25625610351562,The Coca-Cola Company
2025-04-22,73.37828063964844,The Coca-Cola Company
2025-04-23,72.78251647949219,The Coca-Cola Company
2025-04-24,72.00801849365234,The Coca-Cola Company
2025-04-25,71.40233612060547,The Coca-Cola Company
2025-04-28,71.2831802368164,The Coca-Cola Company
2025-04-29,71.83921813964844,The Coca-Cola Company
2020-05-01,60.996192932128906,Colgate-Palmolive
2020-05-04,61.84178924560547,Colgate-Palmolive
2020-05-05,61.87736511230469,Colgate-Palmolive
2020-05-06,60.38206481933594,Colgate-Palmolive
2020-05-07,61.23653793334961,Colgate-Palmolive
2020-05-08,61.74386978149414,Colgate-Palmolive
2020-05-11,61.75276565551758,Colgate-Palmolive
2020-05-12,61.174224853515625,Colgate-Palmolive
2020-05-13,60.791500091552734,Colgate-Palmolive
2020-05-14,59.68782424926758,Colgate-Palmolive
2020-05-15,61.37006378173828,Colgate-Palmolive
2020-05-18,62.50042724609375,Colgate-Palmolive
2020-05-19,61.637062072753906,Colgate-Palmolive
2020-05-20,62.72292709350586,Colgate-Palmolive
2020-05-21,62.53604507446289,Colgate-Palmolive
2020-05-22,62.9721565246582,Colgate-Palmolive
2020-05-26,61.797279357910156,Colgate-Palmolive
2020-05-27,62.829750061035156,Colgate-Palmolive
2020-05-28,64.16484069824219,Colgate-Palmolive
2020-05-29,64.37845611572266,Colgate-Palmolive
2020-06-01,64.7344970703125,Colgate-Palmolive
2020-06-02,64.47637939453125,Colgate-Palmolive
2020-06-03,63.77322769165039,Colgate-Palmolive
2020-06-04,62.9721565246582,Colgate-Palmolive
2020-06-05,64.44076538085938,Colgate-Palmolive
2020-06-08,65.42872619628906,Colgate-Palmolive
2020-06-09,65.22402954101562,Colgate-Palmolive
2020-06-10,66.18528747558594,Colgate-Palmolive
2020-06-11,65.0638198852539,Colgate-Palmolive
2020-06-12,64.78790283203125,Colgate-Palmolive
2020-06-15,64.87691497802734,Colgate-Palmolive
2020-06-16,65.44654083251953,Colgate-Palmolive
2020-06-17,65.69575500488281,Colgate-Palmolive
2020-06-18,65.51774597167969,Colgate-Palmolive
2020-06-19,65.29521942138672,Colgate-Palmolive
2020-06-22,65.0638198852539,Colgate-Palmolive
2020-06-23,64.90359497070312,Colgate-Palmolive
2020-06-24,64.11143493652344,Colgate-Palmolive
2020-06-25,64.65436553955078,Colgate-Palmolive
2020-06-26,63.657501220703125,Colgate-Palmolive
2020-06-29,64.46746826171875,Colgate-Palmolive
2020-06-30,65.20622253417969,Colgate-Palmolive
2020-07-01,65.00151824951172,Colgate-Palmolive
2020-07-02,65.22402954101562,Colgate-Palmolive
2020-07-06,65.3753433227539,Colgate-Palmolive
2020-07-07,65.83817291259766,Colgate-Palmolive
2020-07-08,66.3010025024414,Colgate-Palmolive
2020-07-09,65.25963592529297,Colgate-Palmolive
2020-07-10,65.58004760742188,Colgate-Palmolive
2020-07-13,65.38423919677734,Colgate-Palmolive
2020-07-14,66.62142944335938,Colgate-Palmolive
2020-07-15,66.47901153564453,Colgate-Palmolive
2020-07-16,66.73715209960938,Colgate-Palmolive
2020-07-17,67.32804107666016,Colgate-Palmolive
2020-07-20,66.43273162841797,Colgate-Palmolive
2020-07-21,66.28947448730469,Colgate-Palmolive
2020-07-22,66.37902069091797,Colgate-Palmolive
2020-07-23,66.4595947265625,Colgate-Palmolive
2020-07-24,66.54017639160156,Colgate-Palmolive
2020-07-27,66.83562469482422,Colgate-Palmolive
2020-07-28,67.78466796875,Colgate-Palmolive
2020-07-29,68.22339630126953,Colgate-Palmolive
2020-07-30,68.82323455810547,Colgate-Palmolive
2020-07-31,69.11868286132812,Colgate-Palmolive
2020-08-03,68.55463409423828,Colgate-Palmolive
2020-08-04,68.73370361328125,Colgate-Palmolive
2020-08-05,68.2054672241211,Colgate-Palmolive
2020-08-06,67.91895294189453,Colgate-Palmolive
2020-08-07,68.2591781616211,Colgate-Palmolive
2020-08-10,68.62625885009766,Colgate-Palmolive
2020-08-11,68.00850677490234,Colgate-Palmolive
2020-08-12,69.15451049804688,Colgate-Palmolive
2020-08-13,68.92174530029297,Colgate-Palmolive
2020-08-14,68.9843978881836,Colgate-Palmolive
2020-08-17,69.12765502929688,Colgate-Palmolive
2020-08-18,69.5215835571289,Colgate-Palmolive
2020-08-19,69.79017639160156,Colgate-Palmolive
2020-08-20,70.05876922607422,Colgate-Palmolive
2020-08-21,70.45272064208984,Colgate-Palmolive
2020-08-24,70.84666442871094,Colgate-Palmolive
2020-08-25,70.36318969726562,Colgate-Palmolive
2020-08-26,70.41690826416016,Colgate-Palmolive
2020-08-27,70.78397369384766,Colgate-Palmolive
2020-08-28,71.0615463256836,Colgate-Palmolive
2020-08-31,70.96304321289062,Colgate-Palmolive
2020-09-01,69.91553497314453,Colgate-Palmolive
2020-09-02,71.15105438232422,Colgate-Palmolive
2020-09-03,69.53948211669922,Colgate-Palmolive
2020-09-04,69.12765502929688,Colgate-Palmolive
2020-09-08,67.72199249267578,Colgate-Palmolive
2020-09-09,69.44995880126953,Colgate-Palmolive
2020-09-10,68.41140747070312,Colgate-Palmolive
2020-09-11,68.71581268310547,Colgate-Palmolive
2020-09-14,69.07393646240234,Colgate-Palmolive
2020-09-15,68.88591766357422,Colgate-Palmolive
2020-09-16,68.85904693603516,Colgate-Palmolive
2020-09-17,68.67997741699219,Colgate-Palmolive
2020-09-18,67.8921127319336,Colgate-Palmolive
2020-09-21,67.31910705566406,Colgate-Palmolive
2020-09-22,68.10698699951172,Colgate-Palmolive
2020-09-23,67.27432250976562,Colgate-Palmolive
2020-09-24,67.8294448852539,Colgate-Palmolive
2020-09-25,67.99954986572266,Colgate-Palmolive
2020-09-28,68.59043884277344,Colgate-Palmolive
2020-09-29,68.24127960205078,Colgate-Palmolive
2020-09-30,69.07393646240234,Colgate-Palmolive
2020-10-01,68.99334716796875,Colgate-Palmolive
2020-10-02,69.29773712158203,Colgate-Palmolive
2020-10-05,70.21098327636719,Colgate-Palmolive
2020-10-06,69.423095703125,Colgate-Palmolive
2020-10-07,69.95133209228516,Colgate-Palmolive
2020-10-08,70.49748992919922,Colgate-Palmolive
2020-10-09,71.41966247558594,Colgate-Palmolive
2020-10-12,72.18961334228516,Colgate-Palmolive
2020-10-13,71.8583755493164,Colgate-Palmolive
2020-10-14,71.50023651123047,Colgate-Palmolive
2020-10-15,71.3659439086914,Colgate-Palmolive
2020-10-16,71.90312194824219,Colgate-Palmolive
2020-10-19,70.91827392578125,Colgate-Palmolive
2020-10-20,71.47337341308594,Colgate-Palmolive
2020-10-21,71.80464172363281,Colgate-Palmolive
2020-10-22,71.38153839111328,Colgate-Palmolive
2020-10-23,71.42654418945312,Colgate-Palmolive
2020-10-26,70.84137725830078,Colgate-Palmolive
2020-10-27,70.98542022705078,Colgate-Palmolive
2020-10-28,69.19391632080078,Colgate-Palmolive
2020-10-29,69.02285766601562,Colgate-Palmolive
2020-10-30,71.02143859863281,Colgate-Palmolive
2020-11-02,72.16474914550781,Colgate-Palmolive
2020-11-03,74.82052612304688,Colgate-Palmolive
2020-11-04,75.49571228027344,Colgate-Palmolive
2020-11-05,74.73050689697266,Colgate-Palmolive
2020-11-06,74.74850463867188,Colgate-Palmolive
2020-11-09,73.62317657470703,Colgate-Palmolive
2020-11-10,75.03657531738281,Colgate-Palmolive
2020-11-11,76.45899963378906,Colgate-Palmolive
2020-11-12,76.2789535522461,Colgate-Palmolive
2020-11-13,76.84611511230469,Colgate-Palmolive
2020-11-16,77.3592758178711,Colgate-Palmolive
2020-11-17,76.83709716796875,Colgate-Palmolive
2020-11-18,76.17090606689453,Colgate-Palmolive
2020-11-19,76.86409759521484,Colgate-Palmolive
2020-11-20,76.66606140136719,Colgate-Palmolive
2020-11-23,76.10789489746094,Colgate-Palmolive
2020-11-24,76.26094055175781,Colgate-Palmolive
2020-11-25,76.29695892333984,Colgate-Palmolive
2020-11-27,76.43197631835938,Colgate-Palmolive
2020-11-30,77.0981674194336,Colgate-Palmolive
2020-12-01,77.6563491821289,Colgate-Palmolive
2020-12-02,77.18820190429688,Colgate-Palmolive
2020-12-03,76.69306182861328,Colgate-Palmolive
2020-12-04,76.54901885986328,Colgate-Palmolive
2020-12-07,76.87310791015625,Colgate-Palmolive
2020-12-08,76.67505645751953,Colgate-Palmolive
2020-12-09,76.29695892333984,Colgate-Palmolive
2020-12-10,76.15291595458984,Colgate-Palmolive
2020-12-11,76.23393249511719,Colgate-Palmolive
2020-12-14,75.79277801513672,Colgate-Palmolive
2020-12-15,76.29695892333984,Colgate-Palmolive
2020-12-16,76.55802154541016,Colgate-Palmolive
2020-12-17,77.11618041992188,Colgate-Palmolive
2020-12-18,77.3592758178711,Colgate-Palmolive
2020-12-21,76.80107879638672,Colgate-Palmolive
2020-12-22,75.98184967041016,Colgate-Palmolive
2020-12-23,76.00885009765625,Colgate-Palmolive
2020-12-24,76.55802154541016,Colgate-Palmolive
2020-12-28,76.89112854003906,Colgate-Palmolive
2020-12-29,76.54901885986328,Colgate-Palmolive
2020-12-30,76.2789535522461,Colgate-Palmolive
2020-12-31,76.98114776611328,Colgate-Palmolive
2021-01-04,75.91883850097656,Colgate-Palmolive
2021-01-05,76.08988952636719,Colgate-Palmolive
2021-01-06,74.04629516601562,Colgate-Palmolive
2021-01-07,73.64117431640625,Colgate-Palmolive
2021-01-08,74.13633728027344,Colgate-Palmolive
2021-01-11,73.94727325439453,Colgate-Palmolive
2021-01-12,74.0552978515625,Colgate-Palmolive
2021-01-13,74.2623519897461,Colgate-Palmolive
2021-01-14,73.76722717285156,Colgate-Palmolive
2021-01-15,73.71318054199219,Colgate-Palmolive
2021-01-19,72.78593444824219,Colgate-Palmolive
2021-01-20,72.20076751708984,Colgate-Palmolive
2021-01-21,71.37252807617188,Colgate-Palmolive
2021-01-22,70.78409576416016,Colgate-Palmolive
2021-01-25,71.16431427001953,Colgate-Palmolive
2021-01-26,71.29106140136719,Colgate-Palmolive
2021-01-27,70.63925170898438,Colgate-Palmolive
2021-01-28,71.65316009521484,Colgate-Palmolive
2021-01-29,70.61209106445312,Colgate-Palmolive
2021-02-01,71.08284759521484,Colgate-Palmolive
2021-02-02,71.38157653808594,Colgate-Palmolive
2021-02-03,71.40873718261719,Colgate-Palmolive
2021-02-04,71.45401000976562,Colgate-Palmolive
2021-02-05,72.30497741699219,Colgate-Palmolive
2021-02-08,72.15108489990234,Colgate-Palmolive
2021-02-09,71.24578094482422,Colgate-Palmolive
2021-02-10,71.6169662475586,Colgate-Palmolive
2021-02-11,70.98326110839844,Colgate-Palmolive
2021-02-12,71.00135803222656,Colgate-Palmolive
2021-02-16,70.78409576416016,Colgate-Palmolive
2021-02-17,71.01041412353516,Colgate-Palmolive
2021-02-18,71.2638931274414,Colgate-Palmolive
2021-02-19,69.88786315917969,Colgate-Palmolive
2021-02-22,69.95121002197266,Colgate-Palmolive
2021-02-23,70.150390625,Colgate-Palmolive
2021-02-24,69.38092041015625,Colgate-Palmolive
2021-02-25,69.4261703491211,Colgate-Palmolive
2021-02-26,68.0772933959961,Colgate-Palmolive
2021-03-01,68.43942260742188,Colgate-Palmolive
2021-03-02,68.2764663696289,Colgate-Palmolive
2021-03-03,67.54317474365234,Colgate-Palmolive
2021-03-04,67.38928985595703,Colgate-Palmolive
2021-03-05,68.85585021972656,Colgate-Palmolive
2021-03-08,69.20887756347656,Colgate-Palmolive
2021-03-09,67.84192657470703,Colgate-Palmolive
2021-03-10,68.6204833984375,Colgate-Palmolive
2021-03-11,68.14066314697266,Colgate-Palmolive
2021-03-12,68.3579330444336,Colgate-Palmolive
2021-03-15,68.51184844970703,Colgate-Palmolive
2021-03-16,68.67477416992188,Colgate-Palmolive
2021-03-17,68.6204833984375,Colgate-Palmolive
2021-03-18,68.86490631103516,Colgate-Palmolive
2021-03-19,67.8781509399414,Colgate-Palmolive
2021-03-22,68.59331512451172,Colgate-Palmolive
2021-03-23,70.38578033447266,Colgate-Palmolive
2021-03-24,70.40387725830078,Colgate-Palmolive
2021-03-25,70.51250457763672,Colgate-Palmolive
2021-03-26,71.71652221679688,Colgate-Palmolive
2021-03-29,72.33212280273438,Colgate-Palmolive
2021-03-30,71.81612396240234,Colgate-Palmolive
2021-03-31,71.36347961425781,Colgate-Palmolive
2021-04-01,71.11000061035156,Colgate-Palmolive
2021-04-05,71.99717712402344,Colgate-Palmolive
