ds,y,sentiment,sentiment_lag_1,sentiment_lag_2,sentiment_lag_3,sentiment_lag_4,sentiment_lag_5,sentiment_lag_6,sentiment_lag_7,ma5,ma10,rsi,macd,macd_signal,volatility,gold,oil,dxy,bond,vix,spy_volume
2020-09-11,8.114016454199968,-0.29778793488509997,-0.7769213328,-0.942830375,-0.00384300232765,-0.502311337,-0.9413070299999999,-0.9984135,-0.446682107,3367.583984375,3440.87900390625,44.76104102154113,17.208951182677538,41.700805887113496,42.72619815091449,1937.800048828125,37.33000183105469,93.33000183105469,0.6690000295639038,26.8700008392334,84680200.0
2020-09-14,8.126677789224992,-0.8856778,0.035527128666666664,-0.6275378835517667,-0.29778793488509997,-0.7769213328,-0.942830375,-0.00384300232765,-0.502311337,3358.9,3428.4320068359375,49.46238191304048,13.931451971342085,36.146935103959215,30.2247547510255,1953.0999755859375,37.2599983215332,93.06999969482422,0.6710000038146973,25.850000381469727,65605700.0
2020-09-15,8.131883575155491,-0.446682107,-0.8856778,0.035527128666666664,-0.6275378835517667,-0.29778793488509997,-0.7769213328,-0.942830375,-0.00384300232765,3372.77197265625,3418.52099609375,51.31358032645625,12.613615641028446,31.440271211373066,30.61467008615201,1956.300048828125,38.279998779296875,93.05000305175781,0.6790000200271606,25.59000015258789,52920900.0
2020-09-16,8.12725392826334,-0.96042212,-0.446682107,-0.8856778,0.035527128666666664,-0.6275378835517667,-0.29778793488509997,-0.7769213328,-0.942830375,3370.077978515625,3404.4050048828126,49.57392675982148,10.184161624930766,27.189049294084608,28.23420495022713,1960.199951171875,40.15999984741211,93.20999908447266,0.6869999766349792,26.040000915527344,82096000.0
2020-09-17,8.118805978734787,0.496093043,-0.96042212,-0.446682107,-0.8856778,0.035527128666666664,-0.6275378835517667,-0.29778793488509997,-0.7769213328,3373.6419921875,3382.0219970703124,46.496418542892066,5.8927771404532905,22.929794863358346,24.196442508145726,1940.0,40.970001220703125,92.97000122070312,0.6840000152587891,26.459999084472656,91523300.0
2020-09-18,8.107560401786959,-0.6275378835517667,0.496093043,-0.96042212,-0.446682107,-0.8856778,0.035527128666666664,-0.6275378835517667,-0.29778793488509997,3369.3419921875,3368.46298828125,42.7308771609187,-0.531219826906181,18.23759192530544,32.080244092073805,1952.0999755859375,41.11000061035156,92.93000030517578,0.6940000057220459,25.829999923706055,105877900.0
2020-09-21,8.09592183775966,-0.4714150802354455,-0.6476771773810803,-0.720602212663825,-0.6275378835517667,0.496093043,-0.96042212,-0.446682107,-0.8856778,3348.84599609375,3353.872998046875,39.2301285102052,-8.622250669580353,12.865623406328284,49.01085142251572,1901.199951171875,39.310001373291016,93.54000091552734,0.6710000038146973,27.780000686645508,99450800.0
2020-09-22,8.106384854158037,-0.99693626,-0.4714150802354455,-0.6476771773810803,-0.720602212663825,-0.6275378835517667,0.496093043,-0.96042212,-0.446682107,3331.72001953125,3352.24599609375,43.69351020673726,-12.11018287932302,7.8704621491980244,40.33642775706641,1898.5999755859375,39.599998474121094,93.98999786376953,0.6639999747276306,26.860000610351562,63612100.0
2020-09-23,8.082377515243662,-0.002507871333333337,-0.99693626,-0.4714150802354455,-0.6476771773810803,-0.720602212663825,-0.6275378835517667,0.496093043,-0.96042212,3302.006005859375,3336.0419921875,37.02003993564661,-20.97897127739816,2.100575463878788,45.24750087176604,1859.9000244140625,39.93000030517578,94.38999938964844,0.6759999990463257,28.579999923706055,93112200.0
2020-09-24,8.085360520798291,-0.6285534468851001,-0.002507871333333337,-0.99693626,-0.4714150802354455,-0.6476771773810803,-0.720602212663825,-0.6275378835517667,0.496093043,3279.922021484375,3326.7820068359374,38.268460684809895,-26.91696636549932,-3.7029329019968342,38.06677366741929,1868.300048828125,40.310001373291016,94.3499984741211,0.6660000085830688,28.510000228881836,76681300.0
2020-09-25,8.10121096002248,-0.2952258446439467,-0.6285534468851001,-0.002507871333333337,-0.99693626,-0.4714150802354455,-0.6476771773810803,-0.720602212663825,-0.6275378835517667,3275.72001953125,3322.531005859375,44.610802032826086,-27.124728013514414,-8.387291924300351,33.49495424491082,1857.699951171875,40.25,94.58000183105469,0.6589999794960022,26.3799991607666,71069400.0
2020-09-28,8.117193151876334,-0.44283869532764997,-0.44283869532764997,-0.8856778,-0.2952258446439467,-0.6285534468851001,-0.002507871333333337,-0.99693626,-0.4714150802354455,3289.82802734375,3319.33701171875,50.25012147556779,-22.739291298486478,-11.257691799137577,48.014942091899776,1872.800048828125,40.599998474121094,94.26000213623047,0.6629999876022339,26.190000534057617,64584600.0
2020-09-29,8.11236886917189,-0.44283869532764997,-0.44283869532764997,-0.44283869532764997,-0.8856778,-0.2952258446439467,-0.6285534468851001,-0.002507871333333337,-0.99693626,3293.8080078125,3312.764013671875,48.631594542893104,-20.331004383560412,-13.072354316022144,51.3884027570085,1894.300048828125,39.290000915527344,93.88999938964844,0.6449999809265137,26.270000457763672,51304000.0
2020-09-30,8.12058871174027,-0.29778793488509997,-0.44283869532764997,-0.44283869532764997,-0.44283869532764997,-0.8856778,-0.2952258446439467,-0.6285534468851001,-0.002507871333333337,3319.0240234375,3310.5150146484375,51.50272997201401,-16.016349855208773,-13.66115342385947,47.26286066486965,1887.5,40.220001220703125,93.88999938964844,0.6769999861717224,26.3700008392334,104081100.0
2020-10-01,8.125867661304564,-0.577078208,-0.29778793488509997,-0.44283869532764997,-0.44283869532764997,-0.44283869532764997,-0.8856778,-0.2952258446439467,-0.6285534468851001,3345.866015625,3312.8940185546876,53.31946915493618,-11.03345309764427,-13.135613358616432,31.234002161877925,1908.4000244140625,38.720001220703125,93.70999908447266,0.6769999861717224,26.700000762939453,88698700.0
2020-10-02,8.116243848438193,-0.51621999025,-0.577078208,-0.29778793488509997,-0.44283869532764997,-0.44283869532764997,-0.44283869532764997,-0.8856778,-0.2952258446439467,3355.8580078125,3315.789013671875,49.67405448494483,-9.586766869629173,-12.425844060818982,17.045823835451856,1900.199951171875,37.04999923706055,93.83999633789062,0.6959999799728394,27.6299991607666,89431100.0
